datetime	Q_Res_R	Q_Res_S
2017-01-31	4.332573202479339	11.581056784249999
2017-02-01	4.261872407045009	11.154805393135028
2017-02-02	4.333260823529412	11.134938633088234
2017-02-03	4.558473411764705	11.470707575584314
2017-02-04	4.418629624217118	10.869900147010439
2017-02-05	4.3926940254237286	10.766759303220338
2017-02-06	4.3926940254237286	10.766759303220338
2017-02-07	4.640350778443114	11.631096527630739
2017-02-08	4.788090420650096	11.758760102428298
2017-02-09	4.936719636711281	12.369995257669217
2017-02-10	4.779747915869981	11.361357188948375
2017-02-11	4.956589560229445	11.103039175736138
2017-02-12	5.127615774378585	11.864428817741874
2017-02-13	5.39866337164751	12.850189686704981
2017-02-14	5.513418352490422	13.078423761316092
2017-02-15	5.714024034416826	13.365658543810707
2017-02-16	5.702850820610688	12.805768290721375
2017-02-17	5.9294935496183205	13.159428385005725
2017-02-18	5.875221223021582	12.69530912132734
2017-02-19	5.666142151260504	12.09015669334958
2017-02-20	5.666142151260504	12.09015669334958
2017-02-21	5.509921026936027	11.218813005372054
2017-02-22	5.261817979797979	10.349861422821549
2017-02-23	5.100962013536379	9.304632637549915
2017-02-24	4.987499711864407	8.625770061177969
2017-02-25	5.013324949152542	8.517401129998305
2017-02-26	5.02979993220339	7.4964811819338975
2017-02-27	5.200195313028765	6.834107274994924
2017-02-28	5.577019372881357	6.822489203505085
2017-03-01	5.997721983050847	6.737428569466102
2017-03-02	6.650892677966102	7.184625171874577
2017-03-03	6.9969801016949145	6.704076811115254
2017-03-04	7.665783913793104	6.789509214675862
2017-03-05	8.188114108658743	7.072653444641767
2017-03-06	8.084417772277229	6.962924608940595
2017-03-07	8.234680197044334	6.974859346573069
2017-03-08	8.556205812807882	7.127931613917899
2017-03-09	8.54105931372549	6.982947793563726
2017-03-10	8.531497438825449	6.898511066247962
2017-03-11	8.309988899835798	6.6168444298834155
2017-03-12	8.118837507389163	6.65142722891133
2017-03-13	7.720874683087029	6.229992494288998
2017-03-14	7.290591806557377	5.891383735365575
2017-03-15	6.7782442000000005	5.563156231040984
2017-03-16	6.092544642622951	5.035251923009835
2017-03-17	5.618765347540983	4.866906496847541
2017-03-18	5.038545083870968	4.746046835130645
2017-03-19	4.545295567741936	4.435066393643548
2017-03-20	4.520775794162826	4.463757256900154
2017-03-21	4.469488026946108	4.396465282893712
2017-03-22	4.346537038922156	4.268527971169162
2017-03-23	4.253831967016492	4.163423329932534
2017-03-24	4.341187709145427	4.179753786556222
2017-03-25	4.539411016393443	4.273111715512669
2017-03-26	4.6754803725782415	4.136251796013413
2017-03-27	4.795900745156483	4.195506262870343
2017-03-28	4.9604516244411325	4.3927794872220565
2017-03-29	5.006293859910581	4.353429857350224
2017-03-30	5.022013099850968	4.331161026058123
2017-03-31	4.9199638450074525	4.174678669037259
2017-04-01	4.958131371087929	4.074598414143069
2017-04-02	5.102350625931446	4.028599501514158
2017-04-03	5.085956840536512	3.857041911076006
2017-04-04	4.845588599105812	3.588178714204173
2017-04-05	4.6383817883755585	3.416509488977646
2017-04-06	4.62225609538003	3.4328639594008936
2017-04-07	4.438198554396424	3.336468682697467
2017-04-08	4.413523383010432	3.3749500096944853
2017-04-09	4.318837242921014	3.400080566751117
2017-04-10	4.385313129657228	3.471395009108793
2017-04-11	4.299213830104322	3.3015201477064084
2017-04-12	4.248587511177347	3.308255944065574
2017-04-13	4.181402876304023	3.4305882277794333
2017-04-14	4.0841268703427716	3.384841855505216
2017-04-15	3.8705804769001486	3.3204331134992544
2017-04-16	3.6510945901639342	3.371718889725783
2017-04-17	3.523208172876304	3.4201013261937403
2017-04-18	3.450318052160954	3.4824380486423254
2017-04-19	3.456565384500746	3.6605659056110285
2017-04-20	3.4108759419642856	3.809202603364583
2017-04-21	3.3936938171874997	3.855893303353125
2017-04-22	3.2313999375	3.794083513415541
2017-04-23	3.17217309375	3.7742624570974264
2017-04-24	2.9932163971774197	3.7306178023508063
2017-04-25	2.8301007209821427	3.763958671660714
2017-04-26	2.6844750325	3.765635337095
2017-04-27	2.5491919403409096	3.5340386935710226
2017-04-28	2.4621661282894736	3.568333362480263
2017-04-29	2.37966028515625	3.6631232469765624
2017-04-30	2.3275746298076925	3.673514634649038
2017-05-01	2.37279868125	3.9802333000874994
2017-05-02	2.4864772321428568	4.470768452723214
2017-05-03	2.45104171875	4.769977111328124
2017-05-04	2.26017	4.0573271511875
2017-05-05		
2017-05-06		
2017-05-07		
2017-05-08		
2017-05-09		
2017-05-10		
2017-05-11		
2017-05-12		
2017-05-13		
2017-05-14		
2017-05-15		
2017-05-16		
2017-05-17		
2017-05-18		
2017-05-19	5.3305110526315795	8.671171125315789
2017-05-20	5.483459402985075	11.057713886970149
2017-05-21	5.7327257391304345	10.988476607843477
2017-05-22	5.90078509202454	11.09157118715951
2017-05-23	6.079847819905212	11.532389935701422
2017-05-24	6.037600386100387	11.051697510011582
2017-05-25	5.854924299674267	10.18888615960912
2017-05-26	5.8774657585139325	10.089101261755417
2017-05-27	6.139123824362606	9.96924192921813
2017-05-28	7.323237506234413	10.444610385229426
2017-05-29	8.002148106904231	10.631533965734967
2017-05-30	7.969231046277666	10.777041600116702
2017-05-31	7.894154532110092	10.839331594820182
2017-06-01	7.711077015177067	10.552874163721754
2017-06-02	7.889487333333333	10.769403228153333
2017-06-03	8.228258598290598	10.887559616150428
2017-06-04	8.504677183098591	11.062554706308097
2017-06-05	8.707869480769231	11.037076499188462
2017-06-06	8.837700787878786	10.73172013588687
2017-06-07	9.053855151515151	10.732090163428284
2017-06-08	9.28268197979798	10.921950196600001
2017-06-09	9.153197931688805	10.662797155060721
2017-06-10	9.063308220183485	10.480829094666055
2017-06-11	8.40171394495413	9.976869252924772
2017-06-12	7.802910703703704	9.484823753275926
2017-06-13	7.817710944444446	8.97166231972963
2017-06-14	7.83273712962963	8.503042498962962
2017-06-15	7.857407453183519	8.476632363812735
2017-06-16	7.7432128740157475	8.185003687185041
2017-06-17	7.455603	7.648522754153062
2017-06-18	6.9850083431952665	7.016891032333333
2017-06-19	6.836543117117117	7.016667221490089
2017-06-20	6.855824991364421	7.009645736837651
2017-06-21	6.893431848013817	7.057084369288428
2017-06-22	6.91685402417962	7.362984419639032
2017-06-23	6.833526614853194	7.602886475193438
2017-06-24	6.90031378238342	8.0772270678152
2017-06-25	7.0330215544041454	8.464476579960275
2017-06-26	7.159690119863012	8.681018827373288
2017-06-27	7.171665804794521	8.680383404037672
